iter	Logloss
321	0.3406337063
322	0.3402326605
323	0.339976689
324	0.3396476848
325	0.3393050552
326	0.3388872965
327	0.3384386221
328	0.3380224496
329	0.3377639078
330	0.33749241
331	0.3371924598
332	0.3368206308
333	0.3364417573
334	0.336296601
335	0.3361036649
336	0.3359665889
337	0.3354237394
338	0.3352002069
339	0.334857825
340	0.3343278392
341	0.3339488868
342	0.3336674016
343	0.3333651707
344	0.3330585944
345	0.3327106733
346	0.3324822942
347	0.3319910549
348	0.3317483733
349	0.3314191685
350	0.331065074
351	0.3306476284
352	0.3302536308
353	0.3297441478
354	0.3294846024
355	0.3291871555
356	0.3287162682
357	0.3283488261
358	0.3279838941
359	0.3277609054
360	0.3274919483
361	0.3269685159
362	0.3265498132
363	0.3262961529
364	0.3259051411
365	0.3255210103
366	0.3252411519
367	0.3249545617
368	0.3247668561
369	0.3245044714
370	0.3240575324
371	0.3237255284
372	0.3234829991
373	0.3231554299
374	0.3229009576
375	0.322510399
376	0.3223852718
377	0.3220886948
378	0.3218000046
379	0.3215766721
380	0.321223081
381	0.3209528871
382	0.3207300444
383	0.3204643256
384	0.3201799214
385	0.319876001
386	0.319483519
387	0.3192256272
388	0.3190518955
389	0.3188034345
390	0.3184522031
391	0.317682147
392	0.3175055303
393	0.3172428983
394	0.3170278463
395	0.316594408
396	0.3163836275
397	0.3160312472
398	0.3155994201
399	0.3154743972
400	0.3150041735
401	0.3147768603
402	0.3145102099
403	0.3142579873
404	0.3138115345
405	0.3135216155
406	0.3133062875
407	0.3129897779
408	0.3129413186
409	0.3126535322
410	0.3121957706
411	0.3119650324
412	0.3116607063
413	0.3114222315
414	0.3111801978
415	0.3108264979
416	0.310580751
417	0.3102202316
418	0.3099158092
419	0.3096230306
420	0.3092188347
421	0.308816593
422	0.3086663747
423	0.3084048322
424	0.3080855714
425	0.3077870845
426	0.3073514914
427	0.3070811668
428	0.3068437189
429	0.306641292
430	0.3064756293
431	0.3061038867
432	0.3056374332
433	0.3053541491
434	0.305196749
435	0.3049561664
436	0.3047390941
437	0.3045279033
438	0.3042676306
439	0.3038387357
440	0.303654009
441	0.3035199874
442	0.3031851655
443	0.3027981291
444	0.3025792505
445	0.3023322301
446	0.3021658647
447	0.3018214837
448	0.3015715092
449	0.3013518013
450	0.3010166053
451	0.3008347574
452	0.3004232381
453	0.3001939864
454	0.2999261026
455	0.299680489
456	0.2994599283
457	0.2992591718
458	0.2991140961
459	0.298932246
460	0.2986828137
461	0.2985492198
462	0.2982421035
463	0.2979502244
464	0.2976145843
465	0.2972894969
466	0.2970405344
467	0.2968119929
468	0.2965683283
469	0.2963069584
470	0.2959287506
471	0.2957243309
472	0.2952656366
473	0.2949847349
474	0.2946805117
475	0.2944599219
476	0.2943519562
477	0.2941607403
478	0.2938443229
479	0.2936232982
480	0.2933086214
481	0.2931704483
482	0.2929046659
483	0.2926134425
484	0.2923764288
485	0.2919136805
486	0.2916948725
487	0.2913812589
488	0.2912326505
489	0.2910737525
490	0.2908715755
491	0.2906289439
492	0.2904734209
493	0.2900969144
494	0.289827908
495	0.2896083586
496	0.2893183873
497	0.2889528964
498	0.2886502983
499	0.2884502398
500	0.2882168991
501	0.2878727609
502	0.2877995656
503	0.2877045693
504	0.2874584915
505	0.2873557518
506	0.2869856171
507	0.2867918271
508	0.2864869217
509	0.2862221817
510	0.2859750932
511	0.2858456942
512	0.2855501257
513	0.2853525033
514	0.2852756624
515	0.2849046054
516	0.2846908477
517	0.2844909491
518	0.2842770027
519	0.2840684943
520	0.283648972
521	0.2834759204
522	0.2830342695
523	0.2827868559
524	0.2826518464
525	0.2824441526
526	0.2822338797
527	0.2818470496
528	0.2816185586
529	0.2813713337
530	0.2812176823
531	0.28095129
532	0.2807018377
533	0.2805588561
534	0.2803803039
535	0.2800983724
536	0.2799291787
537	0.279722552
538	0.279507053
539	0.2792563361
540	0.2789580202
541	0.2787257173
542	0.278441502
543	0.2782607529
544	0.2781475593
545	0.2780445922
546	0.2778249142
547	0.2776474802
548	0.2774250597
549	0.2771929001
550	0.2769027532
551	0.2767436423
552	0.2765259195
553	0.276360449
554	0.2760880101
555	0.2759889129
556	0.2757100114
557	0.2753764666
558	0.2751683854
559	0.2750288567
560	0.2748061433
561	0.2746231363
562	0.2743165279
563	0.2740268121
564	0.2736893279
565	0.2735225793
566	0.2734099612
567	0.2732781133
568	0.2730191675
569	0.2727687995
570	0.2727513016
571	0.2725616499
572	0.27237303
573	0.2721329245
574	0.2718889069
575	0.271699773
576	0.2714836855
577	0.2713068018
578	0.27101888
579	0.2708404334
580	0.270590207
581	0.2704450681
582	0.2703354577
583	0.2700008761
584	0.2696572103
585	0.2695125256
586	0.2693871426
587	0.2690711
588	0.2689615367
589	0.2687861348
590	0.2685976314
591	0.268415365
592	0.2679818796
593	0.2678707601
594	0.2677085301
595	0.2675971623
596	0.2673391391
597	0.2669592756
598	0.2667660184
599	0.2665753542
600	0.2662833649
601	0.2660216485
602	0.265843764
603	0.2656754838
604	0.2655292772
605	0.2652952131
606	0.2651035206
607	0.2648490784
608	0.2646076275
609	0.2644512527
610	0.2642637053
611	0.2640366132
612	0.2637558644
613	0.263629209
614	0.2634478928
615	0.2633268103
616	0.2631803151
617	0.2630107322
618	0.2628362815
619	0.2626900331
620	0.2625941385
621	0.262319388
622	0.2621400063
623	0.2618944889
624	0.2616927299
625	0.2614626261
626	0.2612470188
627	0.261056505
628	0.2607261247
629	0.2605268261
630	0.2602555969
631	0.2600823719
632	0.2599210065
633	0.2598275606
634	0.2596080328
635	0.2593519541
636	0.2592133756
637	0.2589687037
638	0.2587447221
639	0.2585112919
640	0.2584558493
641	0.2582903996
642	0.2579662881
643	0.25778141
644	0.2575149536
645	0.2572412527
646	0.2570496736
647	0.2569827528
648	0.2567458216
649	0.2565621847
650	0.2563099149
651	0.2561884303
652	0.2560930569
653	0.255951041
654	0.2558138769
655	0.2555179294
656	0.255394595
657	0.2551175528
658	0.2548884809
659	0.2547655305
660	0.2545066161
661	0.2542007579
662	0.2541349525
663	0.2538755731
664	0.2536286815
665	0.2534947701
666	0.2533153418
667	0.2531545987
668	0.253050484
669	0.2529754594
670	0.2528309496
671	0.252701084
672	0.252484614
673	0.2523909176
674	0.2522734506
675	0.252100987
676	0.2517406619
677	0.2515324501
678	0.2514296301
679	0.2512843091
680	0.251097757
681	0.250891643
682	0.2507465892
683	0.2506212131
684	0.2504895535
685	0.2502828851
686	0.250106202
687	0.2497659696
688	0.249640944
689	0.2494359337
690	0.2492199842
691	0.2490206785
692	0.248979369
693	0.2488243398
694	0.2485754634
695	0.2483804087
696	0.2480497179
697	0.2478660843
698	0.2478457845
699	0.2477699442
700	0.2476303346
701	0.2474580724
702	0.2473452074
703	0.2471303133
704	0.2468655474
705	0.2467345503
706	0.2464420704
707	0.2463095955
708	0.2461265149
709	0.2459727196
710	0.2458983459
711	0.2457075279
712	0.2454050633
713	0.2449978014
714	0.244862474
715	0.2447230572
716	0.2445147955
717	0.2443568193
718	0.2441442509
719	0.2438985635
720	0.2437168381
721	0.243533579
722	0.2433376779
723	0.2430872235
724	0.2429262459
725	0.2428290754
726	0.2425837055
727	0.2424431167
728	0.2422416935
729	0.2421556991
730	0.2419552193
731	0.2417812373
732	0.2417216837
733	0.2415519921
734	0.2413272233
735	0.2412381567
736	0.2410474317
737	0.2409063073
738	0.2406656385
739	0.2405567788
740	0.2402622366
741	0.2401620975
742	0.240057585
743	0.2399493709
744	0.2398271918
745	0.23956853
746	0.2394553967
747	0.2392540234
748	0.2391088057
749	0.238963025
750	0.2387732981
751	0.2385166584
752	0.2383779377
753	0.2381759482
754	0.2380353085
755	0.2378666627
756	0.237614432
757	0.2374568819
758	0.2372673855
759	0.237186179
760	0.2369407412
761	0.2367379948
762	0.2365243053
763	0.2364075808
764	0.2362677044
765	0.2361385555
766	0.2359781795
767	0.2359491443
768	0.2358522879
769	0.235594782
770	0.2354090472
771	0.235141122
772	0.2349901063
773	0.2348759233
774	0.2347256311
775	0.234660132
776	0.2345504754
777	0.2343934957
778	0.2343595179
779	0.2341289517
780	0.2339645466
781	0.2337262706
782	0.2336310833
783	0.2334916512
784	0.2334341888
785	0.2331283388
786	0.2329045395
787	0.2328181627
788	0.2326485061
789	0.2325454387
790	0.2323795859
791	0.2323267653
792	0.2320689634
793	0.2319724339
794	0.2318072549
795	0.2317599419
796	0.2315265723
797	0.2315026049
798	0.2314061072
799	0.2312676717
800	0.2310513041
801	0.2309168117
802	0.2308279864
803	0.2306285197
804	0.2304979289
805	0.2304046191
806	0.2301958188
807	0.2299315876
808	0.2297296472
809	0.2295816254
810	0.2294226151
811	0.2292796442
812	0.2291084326
813	0.2289901052
814	0.2287129887
815	0.2284941144
816	0.2284119836
817	0.2282788098
818	0.2281300926
819	0.2279052436
820	0.2276948967
821	0.2275175957
822	0.227235525
823	0.2271098732
824	0.226887404
825	0.2268290602
826	0.2267781856
827	0.2266732854
828	0.2265489998
829	0.2263392937
830	0.226173733
831	0.2260201252
832	0.2257190535
833	0.2254483755
834	0.2251741004
835	0.2250437031
836	0.2249045138
837	0.2248458422
838	0.224820303
839	0.2247452452
840	0.2245451185
841	0.2243018223
842	0.2241430501
843	0.2240589894
844	0.2238207814
845	0.2235925484
846	0.2233314643
847	0.2230246563
848	0.2229074681
849	0.2227014851
850	0.2223914305
851	0.222200964
852	0.222058788
853	0.221911313
854	0.2217033441
855	0.2216018891
856	0.2213837946
857	0.2211266023
858	0.2209632764
859	0.2208989855
860	0.2205886044
861	0.2205660317
862	0.220451874
863	0.2204428454
864	0.2203303073
865	0.2203182111
866	0.2201051618
867	0.2199419032
868	0.2198840812
869	0.2196618132
870	0.2194466165
871	0.2193128267
872	0.2192363973
873	0.2191295064
874	0.2189005649
875	0.2187567061
876	0.2187013702
877	0.2186814813
878	0.2185457584
879	0.2184943241
880	0.2184481444
881	0.2183920079
882	0.218155185
883	0.2178703568
884	0.2176825998
885	0.2176114959
886	0.217428089
887	0.2171219962
888	0.2169557676
889	0.216833727
890	0.2166856421
891	0.2164542343
892	0.2163529881
893	0.2162351894
894	0.2161426902
895	0.2159558739
896	0.215782622
897	0.2157055953
898	0.2155538978
899	0.2153166234
900	0.2151301692
901	0.2149285139
902	0.2147714717
903	0.2145468915
904	0.2143785588
905	0.2142093451
906	0.2141652525
907	0.2139400853
908	0.2137365769
909	0.2136299962
910	0.2135415072
911	0.2134284123
912	0.2132942618
913	0.2131736158
914	0.2129663535
915	0.2127573792
916	0.2125106383
917	0.2123923949
918	0.2122200268
919	0.2120940437
920	0.2118637253
921	0.2116748174
922	0.2114931215
923	0.2114524763
924	0.2113569365
925	0.2112904539
926	0.2109974987
927	0.2109573969
928	0.2107363098
929	0.2107189491
930	0.210666773
931	0.2105984356
932	0.2105131664
933	0.2104171236
934	0.2102476721
935	0.2102300118
936	0.2099658243
937	0.2098375921
938	0.2095068347
939	0.2093656359
940	0.2091083927
941	0.2090714257
942	0.2089985647
943	0.2089145217
944	0.2088979035
945	0.2087259288
946	0.2086142538
947	0.20851376
948	0.2081028574
949	0.2080440322
950	0.2078981447
951	0.207777527
952	0.2077023728
953	0.2075845656
954	0.2075609741
955	0.2073915977
956	0.2073247281
957	0.2072160025
958	0.2071330615
959	0.2070494658
960	0.2069268616
961	0.2066957879
962	0.2066361751
963	0.2066169715
964	0.2064739129
965	0.206310467
966	0.206234778
967	0.2062100758
968	0.20613482
969	0.2059023537
970	0.2058826798
971	0.2056907976
972	0.2055195044
973	0.2054756303
974	0.2053296696
975	0.2052412398
976	0.2051227304
977	0.2050932728
978	0.205046264
979	0.2049811642
980	0.2047439572
981	0.2047289971
982	0.2045609501
983	0.2044384247
984	0.2042848337
985	0.204210545
986	0.2041815461
987	0.2040818487
988	0.2040001027
989	0.2038676262
990	0.2037802738
991	0.2037391218
992	0.203621181
993	0.2034833327
994	0.2032519098
995	0.2031103611
996	0.202953113
997	0.2029274356
998	0.2029177698
999	0.2026770743
