iter	RMSE
319	3565.429043
320	3563.645997
321	3560.255253
322	3555.137879
323	3553.122702
324	3548.079201
325	3545.635598
326	3543.93382
327	3541.630015
328	3539.281582
329	3537.973987
330	3535.669912
331	3533.414038
332	3528.839916
333	3528.089539
334	3526.431626
335	3521.702785
336	3516.9451
337	3515.768401
338	3513.563286
339	3512.511477
340	3511.141049
341	3510.138653
342	3508.849418
343	3505.619932
344	3503.204803
345	3500.432886
346	3497.402322
347	3492.842936
348	3491.322692
349	3489.356834
350	3487.895396
351	3485.954407
352	3484.251278
353	3481.98064
354	3477.67128
355	3475.532894
356	3473.876681
357	3471.949616
358	3468.590409
359	3465.998769
360	3462.577172
361	3461.684025
362	3458.456442
363	3454.319677
364	3452.594781
365	3451.31441
366	3449.544
367	3448.066057
368	3446.752312
369	3442.959069
370	3441.029717
371	3439.002716
372	3437.047247
373	3435.838042
374	3431.389973
375	3427.450516
376	3425.04598
377	3423.67702
378	3422.156667
379	3420.731274
380	3417.853231
381	3416.022841
382	3414.085012
383	3409.59123
384	3408.350793
385	3406.464586
386	3402.849784
387	3398.668626
388	3397.748547
389	3396.190313
390	3394.401366
391	3390.747
392	3389.545975
393	3384.133181
394	3382.625901
395	3381.809022
396	3376.688443
397	3374.583893
398	3371.639207
399	3368.80308
400	3365.892721
401	3362.746884
402	3359.321689
403	3358.336934
404	3353.836668
405	3352.217697
406	3349.604621
407	3346.664027
408	3343.84655
409	3341.902464
410	3337.81323
411	3335.069522
412	3332.34693
413	3329.736827
414	3327.562924
415	3326.80416
416	3325.614712
417	3322.999229
418	3321.669471
419	3320.094829
420	3319.162588
421	3315.258755
422	3313.20548
423	3311.874075
424	3309.56423
425	3307.452639
426	3306.22923
427	3304.95984
428	3303.606915
429	3300.328576
430	3299.305083
431	3295.832678
432	3295.109112
433	3294.201875
434	3292.730643
435	3291.194531
436	3289.86521
437	3287.982728
438	3287.015403
439	3285.547819
440	3284.390095
441	3283.33278
442	3282.084503
443	3279.616516
444	3275.818671
445	3274.728079
446	3272.880607
447	3271.038378
448	3268.549329
449	3267.350127
450	3263.26832
451	3260.315082
452	3259.019551
453	3257.405078
454	3256.238674
455	3254.305821
456	3253.07685
457	3252.201472
458	3250.942484
459	3249.96626
460	3248.408278
461	3247.695873
462	3246.887424
463	3245.727948
464	3244.309749
465	3240.613828
466	3239.712561
467	3237.583016
468	3236.585917
469	3234.863658
470	3233.691532
471	3231.607592
472	3229.865992
473	3228.478487
474	3227.59611
475	3224.211571
476	3222.033502
477	3220.239471
478	3218.724828
479	3217.173573
480	3216.417814
481	3213.14203
482	3207.678401
483	3206.990481
484	3204.645275
485	3203.6546
486	3201.504146
487	3196.864159
488	3192.674377
489	3191.061913
490	3188.343304
491	3185.513826
492	3184.636227
493	3183.629422
494	3182.14787
495	3181.620329
496	3180.758188
497	3179.274888
498	3178.062017
499	3177.109534
500	3174.908202
501	3173.255659
502	3171.490815
503	3170.474267
504	3168.373107
505	3167.342047
506	3166.380976
507	3165.168734
508	3161.92851
509	3158.774827
510	3155.655435
511	3152.013769
512	3151.371658
513	3150.44831
514	3147.53919
515	3146.319916
516	3145.140854
517	3142.471381
518	3141.693354
519	3139.075802
520	3138.190008
521	3137.144816
522	3135.977684
523	3134.799414
524	3132.6984
525	3128.683845
526	3125.279327
527	3124.291872
528	3119.292468
529	3117.314379
530	3116.312566
531	3115.171849
532	3113.261499
533	3111.526936
534	3110.491839
535	3109.988765
536	3105.199355
537	3103.563414
538	3100.921276
539	3099.252696
540	3097.086034
541	3095.62819
542	3092.883038
543	3089.837591
544	3088.778371
545	3087.776836
546	3086.926214
547	3083.947377
548	3082.076114
549	3081.245488
550	3080.522122
551	3079.682351
552	3077.468399
553	3075.389958
554	3072.549908
555	3070.365193
556	3069.527236
557	3067.56251
558	3065.689557
559	3064.394207
560	3063.314925
561	3062.027828
562	3061.347732
563	3060.474675
564	3058.873638
565	3057.75214
566	3055.052526
567	3052.37987
568	3050.40254
569	3047.58923
570	3045.912276
571	3044.016996
572	3040.858248
573	3039.886965
574	3038.922673
575	3037.9436
576	3035.817764
577	3033.599792
578	3032.680431
579	3031.595301
580	3030.638246
581	3029.662304
582	3027.553007
583	3026.729206
584	3025.886083
585	3024.060077
586	3021.56414
587	3019.286845
588	3016.576221
589	3015.608275
590	3012.988155
591	3011.813865
592	3007.796243
593	3004.726066
594	3002.032216
595	2998.600522
596	2997.540978
597	2996.834694
598	2994.617973
599	2993.810672
600	2993.127679
601	2990.837962
602	2990.137137
603	2988.463895
604	2987.213658
605	2983.457739
606	2980.826515
607	2980.138901
608	2978.786278
609	2977.688358
610	2976.71388
611	2974.388377
612	2970.825518
613	2970.35373
614	2968.5602
615	2964.983006
616	2964.2953
617	2963.470222
618	2962.498074
619	2960.805585
620	2959.354841
621	2957.539107
622	2956.687756
623	2955.760183
624	2955.111525
625	2953.140553
626	2949.861164
627	2949.229608
628	2948.309239
629	2947.812526
630	2946.205089
631	2945.167577
632	2942.94712
633	2942.0683
634	2940.681511
635	2938.057276
636	2937.442472
637	2936.584806
638	2935.342269
639	2934.310839
640	2933.283917
641	2931.93789
642	2930.331604
643	2929.556421
644	2927.038201
645	2925.188018
646	2923.672624
647	2922.763176
648	2920.909834
649	2917.945141
650	2917.472263
651	2916.22364
652	2915.537701
653	2913.677025
654	2911.924408
655	2910.287616
656	2908.52305
657	2906.159448
658	2905.150856
659	2904.284988
660	2903.587495
661	2901.927194
662	2900.452469
663	2898.951102
664	2896.597633
665	2895.122429
666	2891.21797
667	2890.369389
668	2887.554962
669	2885.493777
670	2883.772123
671	2881.302308
672	2878.988527
673	2877.390312
674	2875.410618
675	2874.122497
676	2873.352578
677	2871.975171
678	2870.877291
679	2869.835809
680	2869.016399
681	2866.321683
682	2865.503704
683	2864.723704
684	2863.681777
685	2862.521952
686	2858.799815
687	2855.480619
688	2854.175073
689	2852.259847
690	2851.269868
691	2849.073449
692	2846.31346
693	2845.055149
694	2842.743115
695	2839.438486
696	2839.006104
697	2838.230268
698	2837.561239
699	2835.825361
700	2834.845568
701	2833.246035
702	2830.731104
703	2829.151688
704	2826.820521
705	2826.082082
706	2823.377519
707	2821.863171
708	2820.216109
709	2818.996159
710	2817.119606
711	2815.913114
712	2815.370927
713	2814.35641
714	2813.655819
715	2812.474959
716	2810.779113
717	2809.544941
718	2806.722052
719	2805.067369
720	2803.287043
721	2800.638391
722	2799.177342
723	2796.72041
724	2796.034232
725	2793.86253
726	2792.075086
727	2787.000804
728	2785.365708
729	2783.864458
730	2783.146173
731	2780.897263
732	2779.973842
733	2777.905683
734	2777.225876
735	2775.19714
736	2774.495176
737	2773.410634
738	2772.593271
739	2771.679258
740	2770.053714
741	2767.55741
742	2764.417732
743	2761.621797
744	2759.136186
745	2758.404725
746	2757.576732
747	2756.70945
748	2755.782884
749	2753.306892
750	2750.827602
751	2750.127645
752	2748.546738
753	2746.827833
754	2745.054131
755	2744.369364
756	2742.160254
757	2739.135555
758	2738.466535
759	2736.759806
760	2735.272028
761	2734.573471
762	2733.340985
763	2732.770248
764	2731.758747
765	2729.70814
766	2728.917623
767	2728.430964
768	2725.768928
769	2725.037156
770	2723.120162
771	2719.21187
772	2717.586431
773	2716.712498
774	2715.333663
775	2714.671594
776	2713.978787
777	2713.261176
778	2711.547009
779	2709.367879
780	2706.947706
781	2705.964384
782	2704.429859
783	2703.480204
784	2701.875804
785	2699.55227
786	2696.624167
787	2695.72407
788	2695.246341
789	2694.847895
790	2694.072517
791	2693.334328
792	2691.419284
793	2688.51887
794	2687.86979
795	2686.880966
796	2685.423415
797	2684.799231
798	2683.827339
799	2682.240429
800	2681.676602
801	2680.038835
802	2679.091266
803	2678.217243
804	2676.606709
805	2675.492135
806	2673.967527
807	2672.026407
808	2671.422679
809	2669.995549
810	2669.388795
811	2667.990676
812	2665.456327
813	2664.228064
814	2663.563614
815	2662.106965
816	2661.275758
817	2660.089583
818	2657.813588
819	2656.194249
820	2655.456671
821	2654.89225
822	2652.757576
823	2651.109933
824	2650.231307
825	2649.81659
826	2648.892678
827	2647.474076
828	2646.661106
829	2646.041565
830	2645.086255
831	2644.482893
832	2643.54799
833	2641.903331
834	2641.157292
835	2640.552607
836	2639.753734
837	2638.579004
838	2638.035955
839	2636.452585
840	2635.652252
841	2633.275725
842	2631.129159
843	2629.637433
844	2629.011423
845	2628.18393
846	2627.579086
847	2626.785055
848	2624.92767
849	2622.123412
850	2619.988305
851	2619.464627
852	2617.426946
853	2616.209549
854	2614.732697
855	2614.028037
856	2611.913375
857	2610.154628
858	2608.832069
859	2607.045054
860	2605.178025
861	2604.605552
862	2602.375801
863	2601.210286
864	2600.694585
865	2599.796212
866	2598.410851
867	2596.945148
868	2596.440882
869	2594.776163
870	2592.810004
871	2591.547569
872	2590.189939
873	2589.424201
874	2587.773344
875	2586.627214
876	2585.780572
877	2584.704508
878	2581.811568
879	2580.600954
880	2579.871275
881	2578.317378
882	2574.734778
883	2573.863893
884	2573.255016
885	2571.4887
886	2570.180214
887	2567.946613
888	2567.296218
889	2566.13415
890	2564.312192
891	2563.249163
892	2561.345635
893	2560.775305
894	2559.823036
895	2559.296207
896	2557.223492
897	2556.124691
898	2554.896015
899	2553.155327
900	2551.789964
901	2551.114464
902	2549.277156
903	2548.730556
904	2548.167249
905	2546.160959
906	2545.281734
907	2543.35745
908	2541.88244
909	2539.034957
910	2537.158549
911	2536.690082
912	2535.884874
913	2534.908901
914	2533.85915
915	2533.086201
916	2532.498748
917	2531.703931
918	2529.901451
919	2528.876768
920	2527.406405
921	2526.362233
922	2525.81817
923	2525.292754
924	2523.702694
925	2522.780781
926	2521.318026
927	2519.275572
928	2517.828483
929	2517.311921
930	2516.246676
931	2515.186581
932	2514.419939
933	2513.480331
934	2512.964975
935	2512.204665
936	2511.475305
937	2510.751383
938	2508.852029
939	2508.128484
940	2507.059158
941	2506.251848
942	2505.548241
943	2503.752269
944	2502.327776
945	2501.792826
946	2500.640872
947	2500.143741
948	2497.893808
949	2496.912731
950	2495.425265
951	2493.939852
952	2492.285741
953	2491.737843
954	2490.445744
955	2489.910009
956	2488.468988
957	2487.979993
958	2487.232605
959	2484.348997
960	2481.691288
961	2479.973529
962	2479.41118
963	2478.298284
964	2477.039633
965	2476.564005
966	2475.411863
967	2473.945251
968	2473.450801
969	2473.223608
970	2472.236116
971	2469.575691
972	2466.066985
973	2464.640085
974	2464.160279
975	2461.93347
976	2461.434987
977	2459.662354
978	2458.426668
979	2456.988892
980	2454.33854
981	2453.617794
982	2453.096869
983	2451.428538
984	2449.710831
985	2449.07378
986	2445.879646
987	2445.271309
988	2443.235068
989	2442.354492
990	2440.961073
991	2439.924836
992	2439.467804
993	2438.4091
994	2435.871697
995	2434.253401
996	2434.074836
997	2432.395472
998	2430.86252
999	2430.061743
